"","sa2_area","total_pop","male","female","overseas","childcare","employ","oc_positive","oc_negative","sp_male","sp_female","sp_total","student","age0","age10","age20","age30","age40","age50","age60","age70","age80","age90","age100","below_median_inc","above_median_rent","yr12_perc","bach_perc","IRSD","IRSAD","major_cities","inner_regional","outer_regional","remote","very_remote","SA2_MAINCODE_2016","SA2_5DIGIT","GCC_NAME","time_to_orange","time_to_nowra","time_to_canberra","time_to_port","time_to_rpa","time_to_westmead","shortest_time"
"368","Bass Hill - Georges Hall",21834,49.0839974351928,50.888522487863,40.5789136209581,20.1428964001099,3.3800494641385,57.5227063314466,9.67487165986574,0.723642026197673,4.35101218283411,5.07465420903178,26.8984153155629,3274,3158,2852,2726,2724,2480,2079,1478,788,264,6,0.688034750559431,0.131367645123075,0.366767426948795,0.0972336722542823,"2","3",1,0,0,0,0,119011354,11354,"Greater Sydney",13040.9200311698s (~3.62 hours),7737.54985790246s (~2.15 hours),11663.0342500917s (~3.24 hours),17358.8225705904s (~4.82 hours),1686.33557939127s (~28.11 minutes),1069.89164374771s (~17.83 minutes),1069.89164374771s (~17.83 minutes)
"369","Chullora",900,48.8888888888889,51.3333333333333,60.8888888888889,22.7777777777778,2.55555555555556,59.3059936908517,9.77917981072555,0.777777777777778,2.33333333333333,3.11111111111111,25.2222222222222,143,94,193,211,106,83,61,12,3,0,0,0.511041009463722,0.195583596214511,0.57,0.258888888888889,"6","9",1,0,0,0,0,119011355,11355,"Greater Sydney",13095.3467185762s (~3.64 hours),7626.67741935484s (~2.12 hours),11933.195105673s (~3.31 hours),17155.2791991101s (~4.77 hours),1439.34082313682s (~23.99 minutes),1115.6467185762s (~18.59 minutes),1115.6467185762s (~18.59 minutes)
"370","Condell Park",11305,49.9867315347192,49.9955771782397,46.1300309597523,21.5833701901813,3.41441839893852,55.672545406686,11.581995261911,0.672268907563025,4.08668730650155,4.75895621406457,28.2352941176471,1799,1674,1630,1588,1408,1247,947,622,317,67,0,0.685969992103185,0.166886022637536,0.407076514816453,0.116850950906678,"3","4",1,0,0,0,0,119011356,11356,"Greater Sydney",13304.5518695729s (~3.7 hours),7438.19329257487s (~2.07 hours),11580.4407230197s (~3.22 hours),17415.1545897572s (~4.84 hours),1491.11597554492s (~24.85 minutes),1345.64795321637s (~22.43 minutes),1345.64795321637s (~22.43 minutes)
"371","Greenacre - Mount Lewis",25964,49.626405792636,50.3890001540595,46.8995532275458,19.4577106763211,3.25835772608227,48.9637305699482,12.8356099858691,0.689416114620243,3.86689262055153,4.55630873517178,30.2418733631182,4163,4144,3598,3329,3115,3030,2176,1371,823,217,5,0.699952896844089,0.146726330664154,0.397088276074565,0.117354798952396,"2","3",1,0,0,0,0,119011357,11357,"Greater Sydney",13117.6894994601s (~3.64 hours),7548.39191732223s (~2.1 hours),11852.9292997069s (~3.29 hours),17119.5494138516s (~4.76 hours),1211.16954727749s (~20.19 minutes),1137.98949946013s (~18.97 minutes),1137.98949946013s (~18.97 minutes)
"372","Padstow",16475,48.886191198786,51.1259484066768,38.7799696509863,21.6874051593323,3.0288315629742,64.8826291079812,5.91549295774648,0.795144157814871,3.72078907435508,4.51593323216995,23.5144157814871,1874,1971,2117,2145,2131,2348,1719,1119,824,217,7,0.613145539906103,0.152738654147105,0.446433990895296,0.172018209408194,"5","6",1,0,0,0,0,119011358,11358,"Greater Sydney",13407.7201280098s (~3.72 hours),7105.1730021335s (~1.97 hours),11585.5201280098s (~3.22 hours),17570.0080463273s (~4.88 hours),1394.6980615666s (~23.24 minutes),1542.70804632734s (~25.71 minutes),1394.6980615666s (~23.24 minutes)
"373","Panania - Milperra - Picnic Point",25788,48.867690398635,51.1400651465798,27.8579184116643,24.1352567085466,2.55157437567861,68.9723320158103,3.97337216559185,0.791065611912518,3.50550643710253,4.29657204901505,25.8220877927718,3498,3372,3034,3352,3706,3418,2715,1671,858,164,0,0.583107967547327,0.129082587892657,0.411509229098806,0.153365906623236,"7","7",1,0,0,0,0,119011359,11359,"Greater Sydney",13302.0030802654s (~3.7 hours),7360.44920277767s (~2.04 hours),11479.8792567017s (~3.19 hours),17740.113651705s (~4.93 hours),1566.060833301s (~26.1 minutes),1602.51101369438s (~26.71 minutes),1566.060833301s (~26.1 minutes)
"374","Revesby",16223,48.5113727424028,51.4886272575972,40.6706527769217,21.4017136164704,3.00807495531036,62.1056073238516,7.11132908288377,0.850644147198422,4.06213400727362,4.91277815447205,24.2556863712014,2098,1919,2231,2244,2149,2129,1617,924,682,224,0,0.620892594409024,0.174104953408534,0.435554459717685,0.161930592368859,"5","6",1,0,0,0,0,119011360,11360,"Greater Sydney",13303.066475627s (~3.7 hours),7257.19844087015s (~2.02 hours),11482.1347322364s (~3.19 hours),17576.3968940654s (~4.88 hours),1410.21734146792s (~23.5 minutes),1533.98023664263s (~25.57 minutes),1410.21734146792s (~23.5 minutes)
"375","Yagoona - Birrong",20706,49.8357963875205,50.1786921665218,49.6667632570269,19.2552883222254,3.86844392929586,48.0438401775805,13.2075471698113,0.70510963005892,4.31758910460736,5.02269873466628,27.4654689461992,3084,2872,2998,2715,2532,2563,1959,1042,743,188,3,0.709628190899001,0.158712541620422,0.408625519173187,0.118999323867478,"2","3",1,0,0,0,0,119011361,11361,"Greater Sydney",13115.2105720492s (~3.64 hours),7589.12021723389s (~2.11 hours),11784.4230123099s (~3.27 hours),17210.5444267439s (~4.78 hours),1456.03884141926s (~24.27 minutes),1137.88840453777s (~18.96 minutes),1137.88840453777s (~18.96 minutes)
"376","Bankstown - North",16237,48.7220545667303,51.3025805259592,62.844121451007,20.1391882736959,4.42199913777176,38.7481614642916,17.5518875633273,0.739052780686087,4.29266490115169,5.03171768183778,27.5728274927634,2699,1831,2870,2771,1900,1767,1217,690,400,90,5,0.712861578689328,0.291387481614643,0.474841411590811,0.176325675925356,"1","2",1,0,0,0,0,119011571,11571,"Greater Sydney",13148.7336598891s (~3.65 hours),7443.78522489217s (~2.07 hours),11686.1534627234s (~3.25 hours),17202.3878065311s (~4.78 hours),1401.91661737523s (~23.37 minutes),1169.95785582255s (~19.5 minutes),1169.95785582255s (~19.5 minutes)
"377","Bankstown - South",15993,49.8843243919215,50.1219283436503,62.8650034390046,18.9082723691615,4.35815669355343,40.4691055487485,20.1295291440574,0.81910835990746,4.55824423185144,5.37735259175889,26.6429062714938,2447,1955,2664,2371,2001,1926,1342,755,439,84,3,0.717311395063889,0.23140206546473,0.437441380604014,0.134558869505409,"1","2",1,0,0,0,0,119011572,11572,"Greater Sydney",13258.0688302738s (~3.68 hours),7320.31558173047s (~2.03 hours),11562.005375603s (~3.21 hours),17312.4916922499s (~4.81 hours),1381.61615813546s (~23.03 minutes),1286.12101372094s (~21.44 minutes),1286.12101372094s (~21.44 minutes)
"378","Belmore - Belfield",19033,49.3458729574949,50.7014133347344,52.0359375820943,20.1597225870856,3.3047864235801,50.5723630417007,11.6244208231126,0.856407292597068,4.37660904744391,5.23301634004098,25.1247832711606,2421,2267,2622,2772,2617,2343,1793,1347,717,128,0,0.677023712183156,0.164077405287544,0.460883728261441,0.154100772342773,"2","4",1,0,0,0,0,119021362,11362,"Greater Sydney",13305.2152329372s (~3.7 hours),7645.98955200336s (~2.12 hours),11938.4294720791s (~3.32 hours),17285.8231570091s (~4.8 hours),1002.2222736355s (~16.7 minutes),1325.51523293722s (~22.09 minutes),1002.2222736355s (~16.7 minutes)
"379","Canterbury (South) - Campsie",30620,49.9412148922273,50.0653167864141,67.3709993468321,19.3370346178968,4.24559111691705,38.8561127499181,18.5431006227466,0.819725669497061,3.69039843239713,4.51012410189419,25.9699542782495,3385,3092,5815,5391,3935,3799,2497,1579,937,197,0,0.691002949852507,0.288430022943297,0.547583278902678,0.205715218811234,"2","4",1,0,0,0,0,119021363,11363,"Greater Sydney",13410.706147005s (~3.73 hours),7746.19649489929s (~2.15 hours),12039.4474332985s (~3.34 hours),17383.1115321737s (~4.83 hours),883.39426497515s (~14.72 minutes),1431.00614700497s (~23.85 minutes),883.39426497515s (~14.72 minutes)
"380","Kingsgrove (North) - Earlwood",23679,49.1321424046624,50.8720807466531,41.6444951222602,22.336247307741,2.3227332235314,62.9679595278246,6.39685216413716,0.755944085476583,3.39541365767135,4.15135774314794,24.2451117023523,2931,2876,2451,2992,3738,2997,2358,1938,1169,222,3,0.554468802698145,0.144013490725126,0.45753621352253,0.187592381435027,"6","7",1,0,0,0,0,119021364,11364,"Greater Sydney",13631.3490566834s (~3.79 hours),7684.77189465243s (~2.13 hours),11985.3326467733s (~3.33 hours),17592.7013337273s (~4.89 hours),848.207314396657s (~14.14 minutes),1651.64905668341s (~27.53 minutes),848.207314396657s (~14.14 minutes)
"381","Punchbowl",20753,51.1877800799884,48.845949983135,54.3632245940346,19.3562376523876,3.99460318990026,42.1419428246338,18.0913099132414,0.756517130053486,3.85004577651424,4.60656290656773,29.1235002168361,3210,2986,3392,3058,2514,2344,1658,1008,504,83,3,0.727634760347035,0.153321006969137,0.415265262853563,0.120705440177324,"1","2",1,0,0,0,0,119021366,11366,"Greater Sydney",13322.1334761882s (~3.7 hours),7348.29344633312s (~2.04 hours),11642.1491838012s (~3.23 hours),17324.2578225069s (~4.81 hours),1250.39559878654s (~20.84 minutes),1344.7257186883s (~22.41 minutes),1250.39559878654s (~20.84 minutes)
"382","Roselands",13739,49.3121770143387,50.6441516849844,45.1779605502584,21.8866001892423,3.21711914986535,54.671488848704,9.28270042194093,0.749690661620205,3.67566780697285,4.42535846859306,26.3847441589635,1997,1800,1791,1859,1930,1654,1261,843,510,97,0,0.653405666063894,0.138436809322885,0.440788994832229,0.149283062813887,"4","5",1,0,0,0,0,119021367,11367,"Greater Sydney",13406.4987819999s (~3.72 hours),7451.5368098607s (~2.07 hours),11745.7368098607s (~3.26 hours),17389.8278827219s (~4.83 hours),1114.71080883962s (~18.58 minutes),1426.8278827219s (~23.78 minutes),1114.71080883962s (~18.58 minutes)
"383","Lakemba",17019,54.0160996533286,45.9839003466714,68.635054938598,22.0577002174041,5.18244315177155,29.2171804641496,27.7104260478005,0.58757858863623,2.5559668605676,3.14354544920383,29.7138492273342,3317,1808,2993,3375,1905,1522,952,622,417,100,0,0.775372358850017,0.187911326636647,0.45507961689876,0.198131500088137,"1","1",1,0,0,0,0,119021573,11573,"Greater Sydney",13272.6487235039s (~3.69 hours),7538.81413514463s (~2.09 hours),11831.2107799508s (~3.29 hours),17255.9487235039s (~4.79 hours),1098.36460358356s (~18.31 minutes),1292.94872350392s (~21.55 minutes),1098.36460358356s (~18.31 minutes)
"384","Wiley Park",10217,52.6573358128609,47.3230889693648,66.5263776059509,22.0123323871978,4.8057159635901,34.4799566630553,22.2101841820152,0.626406968777528,3.45502593716355,4.08143290594108,29.9305079769012,1854,1130,1899,2069,1160,922,659,360,146,19,0,0.744853737811484,0.167659804983749,0.47401389840462,0.199765097386708,"1","2",1,0,0,0,0,119021574,11574,"Greater Sydney",13247.2576186755s (~3.68 hours),7470.1484762649s (~2.08 hours),11762.9030084001s (~3.27 hours),17230.5576186755s (~4.79 hours),1154.69741160383s (~19.24 minutes),1267.55761867552s (~21.13 minutes),1154.69741160383s (~19.24 minutes)
"385","Hurstville",23613,49.205945877271,50.7728793461229,69.8809977554737,19.8280608139584,4.52293228306441,40.581098339719,18.1885908897403,0.660653030110532,3.38796425697709,4.04861728708762,28.7045271672384,2457,2435,5541,3884,2596,2676,1966,1173,705,177,0,0.675180928054491,0.324606215410813,0.599839071697794,0.283784356075043,"4","6",1,0,0,0,0,119031368,11368,"Greater Sydney",13710.3943190958s (~3.81 hours),7284.61704694577s (~2.02 hours),11888.7943190958s (~3.3 hours),17693.6943190958s (~4.91 hours),1115.4215256318s (~18.59 minutes),1730.6943190958s (~28.84 minutes),1115.4215256318s (~18.59 minutes)
"386","Mortdale - Penshurst",23907,48.2452838080897,51.7588990672188,46.0283598945915,22.9096080645836,2.99075584556824,55.899419729207,9.41667515015779,0.677625799974903,3.39649475049149,4.07412055046639,24.4363575521814,2851,2589,3554,3954,3214,3129,2269,1309,800,232,0,0.561946452204011,0.231599307747124,0.53143430794328,0.25695403020036,"7","8",1,0,0,0,0,119031369,11369,"Greater Sydney",13692.1601726884s (~3.8 hours),7343.69990359628s (~2.04 hours),11870.214376729s (~3.3 hours),17729.4377190041s (~4.92 hours),1340.05529801325s (~22.33 minutes),1757.52967558052s (~29.29 minutes),1340.05529801325s (~22.33 minutes)
"387","Narwee - Beverly Hills",13781,48.0153834990204,51.9846165009796,53.6390682824178,21.6312314055584,3.56287642406211,53.9356984478936,10.2734663710273,0.718380378782382,3.8313620201727,4.54974239895508,24.3088309992018,1607,1551,1931,1925,1812,1803,1474,876,651,157,0,0.659830007390983,0.179416112342942,0.510267759959364,0.202307524853059,"4","6",1,0,0,0,0,119031370,11370,"Greater Sydney",13536.7942155367s (~3.76 hours),7376.43509919337s (~2.05 hours),11718.4393285372s (~3.26 hours),17535.2478235593s (~4.87 hours),1159.34866652133s (~19.32 minutes),1572.2297725456s (~26.2 minutes),1159.34866652133s (~19.32 minutes)
"388","Oatley - Hurstville Grove",12614,49.0090375772951,50.96717932456,34.279372126209,24.671000475662,2.48136990645315,69.5486331849968,4.61962280144098,0.642143649912795,2.58442999841446,3.22657364832726,26.5815760266371,1487,1595,1589,1470,1805,1824,1400,868,461,106,0,0.478703115066751,0.152362788726425,0.543919454574283,0.281512605042017,"9","9",1,0,0,0,0,119031371,11371,"Greater Sydney",13827.8486435031s (~3.84 hours),7332.31822148183s (~2.04 hours),12005.9711565921s (~3.33 hours),17858.4489528796s (~4.96 hours),1363.63287323497s (~22.73 minutes),1888.00988418214s (~31.47 minutes),1363.63287323497s (~22.73 minutes)
"389","Peakhurst - Lugarno",17937,48.3581423872442,51.625132407872,29.6760885320845,24.1010202374979,2.2467525227184,69.9776951672862,4.20817843866171,0.67458326364498,3.09416290349557,3.76874616714055,24.8034788426158,2117,2313,1911,1928,2417,2383,1993,1550,1026,292,6,0.562973977695167,0.0988847583643123,0.456542342643697,0.182862240062441,"7","8",1,0,0,0,0,119031372,11372,"Greater Sydney",13654.5946428571s (~3.79 hours),7279.46848019582s (~2.02 hours),11832.3946428571s (~3.29 hours),17761.4142801513s (~4.93 hours),1430.38191477526s (~23.84 minutes),1768.0838729417s (~29.47 minutes),1430.38191477526s (~23.84 minutes)
"390","Riverwood",11277,49.0733351068547,50.9355324997783,61.0800744878957,18.8613993083267,4.15890751086282,46.188710341986,12.0313143798929,0.718276137270551,4.82397800833555,5.5422541456061,23.3572758712424,1267,1156,1737,1582,1335,1554,1251,844,463,85,0,0.709517923362176,0.182529872270293,0.47814134964973,0.181165203511572,"1","2",1,0,0,0,0,119031373,11373,"Greater Sydney",13431.0904976975s (~3.73 hours),7257.8259475735s (~2.02 hours),11608.8904976975s (~3.22 hours),17536.8170651789s (~4.87 hours),1214.35644704215s (~20.24 minutes),1545.5872387531s (~25.76 minutes),1214.35644704215s (~20.24 minutes)
"391","South Hurstville - Blakehurst",24070,48.6746987951807,51.3003739094308,51.3253012048193,21.4873286248442,3.54798504362277,55.0737207285343,11.8820468343452,0.664727877025343,3.04113003739094,3.70585791441629,28.2758620689655,2624,2924,4284,3127,3074,3121,2327,1459,866,255,6,0.581092801387684,0.227992194275802,0.570876609887827,0.271167428334026,"6","8",1,0,0,0,0,119031374,11374,"Greater Sydney",13851.3146416538s (~3.85 hours),7117.90084855039s (~1.98 hours),12029.7146416538s (~3.34 hours),17834.6146416538s (~4.95 hours),1214.97110769103s (~20.25 minutes),1871.61464165384s (~31.19 minutes),1214.97110769103s (~20.25 minutes)
"392","Arncliffe - Bardwell Valley",21443,50.1422375600429,49.8857435993098,59.7724199039314,17.0265354661195,3.66086834864525,38.9650942344151,15.8692985390878,0.592267872965537,2.47166907615539,3.06393694912092,27.0344634612694,2174,1791,5910,4612,2273,1823,1444,827,457,124,0,0.538530166164827,0.355191256830601,0.576271976868908,0.299678216667444,"5","7",1,0,0,0,0,119041375,11375,"Greater Sydney",13886.9525655963s (~3.86 hours),7590.81117584005s (~2.11 hours),12124.7221652608s (~3.37 hours),17781.2689378758s (~4.94 hours),701.618506781004s (~11.69 minutes),1908.04363610943s (~31.8 minutes),701.618506781004s (~11.69 minutes)
"393","Bexley",26480,49.6450151057402,50.3512084592145,53.8104229607251,21.416163141994,3.23640483383686,50.6088356646875,12.9616584482238,0.626888217522659,3.31948640483384,3.9463746223565,25.4531722054381,3359,2879,4074,4330,3370,3131,2458,1526,1044,309,9,0.624232665794505,0.240313978061789,0.508761329305136,0.211216012084592,"5","6",1,0,0,0,0,119041376,11376,"Greater Sydney",13848.2453539322s (~3.85 hours),7356.60858200499s (~2.04 hours),12043.849610939s (~3.35 hours),17825.361256327s (~4.95 hours),946.014742766488s (~15.77 minutes),1868.54535393216s (~31.14 minutes),946.014742766488s (~15.77 minutes)
"394","Kingsgrove (South) - Bardwell Park",12615,48.9496630994847,51.0265556876734,43.8684106222751,21.8866428854538,2.70313119302418,60.0164372303267,7.47893979864393,0.681728101466508,3.63852556480381,4.32025366627031,24.6294094332144,1501,1547,1537,1613,1822,1617,1285,974,591,127,0,0.590918430244504,0.164577768645983,0.496472453428458,0.200475624256837,"6","7",1,0,0,0,0,119041377,11377,"Greater Sydney",13681.6553579933s (~3.8 hours),7504.5164946817s (~2.08 hours),11891.3118749008s (~3.3 hours),17658.9360374663s (~4.91 hours),959.249269725353s (~15.99 minutes),1701.95535799333s (~28.37 minutes),959.249269725353s (~15.99 minutes)
"395","Kogarah",11315,49.765797613787,50.2165267344233,64.6928855501547,21.4140521431728,3.86212991604065,42.1209540034072,17.0144804088586,0.574458683163942,2.79275298276624,3.36721166593018,26.0715863897481,1367,1009,2209,2342,1398,1153,817,532,410,68,0,0.596465076660988,0.366056218057922,0.585594343791427,0.306849315068493,"6","7",1,0,0,0,0,119041378,11378,"Greater Sydney",14014.4492448998s (~3.89 hours),7251.86086726133s (~2.01 hours),12217.5455886249s (~3.39 hours),17956.7098913715s (~4.99 hours),927.229824251523s (~15.45 minutes),2034.74924489976s (~33.91 minutes),927.229824251523s (~15.45 minutes)
"396","Kogarah Bay - Carlton - Allawah",15965,49.8277481991857,50.1659880989665,53.4231130598183,21.8853742561854,3.28217976824303,52.6364620380393,11.8602133910623,0.651424992170373,3.43250861259004,4.08393360476041,25.6435953648606,1922,1699,2581,2575,2150,2011,1549,907,474,104,0,0.595020875212618,0.299366012061234,0.546633260256812,0.250046977763858,"6","7",1,0,0,0,0,119041379,11379,"Greater Sydney",13929.4793496648s (~3.87 hours),7159.98180565127s (~1.99 hours),12107.8793496648s (~3.36 hours),17912.7714115657s (~4.98 hours),1093.12734164526s (~18.22 minutes),1949.77934966481s (~32.5 minutes),1093.12734164526s (~18.22 minutes)
"397","Monterey - Brighton-le-Sands - Kyeemagh",13972,48.2679645004294,51.6890924706556,47.9745204695105,20.3693100486688,2.41912396221013,56.6461836998706,6.25808538163001,0.851703406813627,4.03664471800744,4.88834812482107,20.6555969081019,1539,1355,1678,2191,2110,1729,1502,1134,627,118,0,0.557729624838292,0.268272962483829,0.483180647008302,0.189092470655597,"5","7",1,0,0,0,0,119041380,11380,"Greater Sydney",14069.0795400647s (~3.91 hours),7397.27364714337s (~2.05 hours),12272.7629895796s (~3.41 hours),17779.1168163852s (~4.94 hours),883.429054976644s (~14.72 minutes),2090.8592526051s (~34.85 minutes),883.429054976644s (~14.72 minutes)
"398","Rockdale - Banksia",19960,51.1422845691383,48.8827655310621,65.8517034068136,18.1462925851703,3.94288577154309,38.8330229671012,19.3047796399752,0.586172344689379,2.73046092184369,3.31663326653307,25.3456913827655,2079,1585,4469,4138,2274,1950,1533,993,718,225,0,0.610800744878957,0.332712600869025,0.565831663326653,0.267434869739479,"4","6",1,0,0,0,0,119041381,11381,"Greater Sydney",13911.3425214211s (~3.86 hours),7396.13218419602s (~2.05 hours),12120.1896477426s (~3.37 hours),17843.253169314s (~4.96 hours),803.360289622689s (~13.39 minutes),1932.49834644486s (~32.21 minutes),803.360289622689s (~13.39 minutes)
"399","Sans Souci - Ramsgate",15976,47.2583875813721,52.7416124186279,36.8740610916375,22.1957936905358,2.27215823735603,63.4028664680006,4.8105576841209,0.78242363545318,3.78067100650977,4.56309464196294,20.2741612418628,1814,1631,1532,2014,2431,2154,1906,1456,826,206,0,0.549169859514687,0.208031786575848,0.454056084126189,0.176577366049074,"6","7",1,0,0,0,0,119041382,11382,"Greater Sydney",14176.6284215816s (~3.94 hours),7169.28330506878s (~1.99 hours),12355.0284215816s (~3.43 hours),18096.7187174173s (~5.03 hours),1174.72499214873s (~19.58 minutes),2196.92842158156s (~36.62 minutes),1174.72499214873s (~19.58 minutes)
"400","Concord - Mortlake - Cabarita",21742,48.0314598473002,51.97313954558,39.637567841045,23.7006715113605,2.16631404654586,62.143684820394,5.08690614136732,0.547327752736639,3.1643823015362,3.71171005427284,23.0429583295005,2507,2375,2500,2900,3185,3024,2492,1682,858,215,4,0.437427578215527,0.200115874855156,0.529344126575292,0.270490295281023,"9","9",1,0,0,0,0,120011383,11383,"Greater Sydney",13058.0732065568s (~3.63 hours),8260.80431899807s (~2.29 hours),12552.1043189981s (~3.49 hours),16832.3796390091s (~4.68 hours),970.567077999816s (~16.18 minutes),1078.37320655677s (~17.97 minutes),970.567077999816s (~16.18 minutes)
"401","Concord West - North Strathfield",24850,49.1428571428571,50.8370221327968,64.7243460764587,18.8088531187123,3.87927565392354,40.8478382930938,13.4194272880404,0.366197183098592,2.42655935613682,2.79275653923541,27.4929577464789,2807,1964,6730,5538,2712,2236,1568,790,401,102,0,0.506176305446378,0.401366273629047,0.657263581488934,0.390623742454728,"8","10",1,0,0,0,0,120011384,11384,"Greater Sydney",12966.9575054387s (~3.6 hours),8151.09009749416s (~2.26 hours),12452.1262025622s (~3.46 hours),16595.8796994602s (~4.61 hours),1137.29715574893s (~18.95 minutes),987.257505438724s (~16.45 minutes),987.257505438724s (~16.45 minutes)
"402","Drummoyne - Rodd Point",18326,47.0588235294118,52.9630033831714,34.7757284732075,22.6017679799192,1.89894139473971,62.9279509453245,3.25753704649974,0.469278620539125,2.61922950998581,3.08850813052494,21.4340281567172,2267,1687,1981,2937,2843,2373,1935,1232,844,226,0,0.358329075114972,0.248722534491569,0.542562479537269,0.312997926443305,"10","10",1,0,0,0,0,120011385,11385,"Greater Sydney",13363.5078219935s (~3.71 hours),8430.05724451256s (~2.34 hours),12721.3572445126s (~3.53 hours),16792.1079916799s (~4.66 hours),643.660714872188s (~10.73 minutes),1383.80782199354s (~23.06 minutes),643.660714872188s (~10.73 minutes)
"403","Five Dock - Abbotsford",20440,47.2162426614481,52.8180039138943,38.1164383561644,23.0968688845401,2.16242661448141,59.1486946651532,4.23382519863791,0.753424657534247,3.29745596868885,4.05088062622309,20.6947162426614,2525,1850,2037,3379,3273,2660,2155,1458,903,194,3,0.423269012485812,0.267877412031782,0.516536203522505,0.273776908023483,"8","9",1,0,0,0,0,120011386,11386,"Greater Sydney",13196.2525390625s (~3.67 hours),8289.06967773437s (~2.3 hours),12580.3696777344s (~3.49 hours),16967.5773828125s (~4.71 hours),748.083237304687s (~12.47 minutes),1216.5525390625s (~20.28 minutes),748.083237304687s (~12.47 minutes)
"404","Balmain",15686,47.9472140762463,52.0974117047048,37.7789111309448,23.0524034170598,2.21853882442943,55.849582172702,2.98050139275766,0.624760933316333,2.23128904755833,2.85604998087467,20.8593650388882,1988,1275,1638,2583,2724,2264,1881,976,308,57,0,0.278412256267409,0.265459610027855,0.604934336350886,0.420821114369501,"10","10",1,0,0,0,0,120021387,11387,"Greater Sydney",13703.2690945007s (~3.81 hours),8590.00820748104s (~2.39 hours),12949.5022239215s (~3.6 hours),17058.3335499904s (~4.74 hours),558.730841776588s (~9.31 minutes),1723.55842732428s (~28.73 minutes),558.730841776588s (~9.31 minutes)
"405","Leichhardt - Annandale",26388,47.9801424890102,52.0274367136577,34.7279066242231,22.9119296649992,2.34197362437472,51.3472654513117,4.65984882169853,0.545702592087312,2.60345611641655,3.14915870850387,23.5675306957708,3762,2070,3683,5022,4587,3023,2326,1164,605,146,3,0.350644730991552,0.278079146287239,0.583143853266636,0.369865090192512,"9","10",1,0,0,0,0,120021388,11388,"Greater Sydney",13424.8260126558s (~3.73 hours),8211.04246523436s (~2.28 hours),12618.0911106059s (~3.51 hours),17106.5128945474s (~4.75 hours),325.355371149255s (~5.42 minutes),1445.12601265583s (~24.09 minutes),325.355371149255s (~5.42 minutes)
"406","Lilyfield - Rozelle",13991,47.6806518476163,52.3050532485169,36.2018440425988,23.1363019083697,2.07990851261525,53.7016037583023,3.51530860197635,0.564648702737474,2.47301836895147,3.03766707168894,20.6132513758845,1954,1070,1508,2790,2583,1790,1320,634,269,67,0,0.290134456504131,0.276526810302932,0.581302265742263,0.367093131298692,"10","10",1,0,0,0,0,120021389,11389,"Greater Sydney",13498.9671203438s (~3.75 hours),8407.51493553009s (~2.34 hours),12746.0125501433s (~3.54 hours),16939.9651862464s (~4.71 hours),434.308467048711s (~7.24 minutes),1519.26712034384s (~25.32 minutes),434.308467048711s (~7.24 minutes)
"407","Ashfield",24497,49.4387067804221,50.5531289545659,60.615585581908,17.761358533698,3.8412866881659,40.1045627376426,14.3250950570342,0.608237743397151,2.82483569416663,3.43307343756378,25.0153079968976,2211,1887,5507,4683,2944,2711,1999,1297,948,312,9,0.557699619771863,0.363593155893536,0.619381965138588,0.342776666530596,"5","7",1,0,0,0,0,120031390,11390,"Greater Sydney",13223.2165195718s (~3.67 hours),8026.32215003677s (~2.23 hours),12317.9673081638s (~3.42 hours),17203.3366143663s (~4.78 hours),600.343805671325s (~10.01 minutes),1243.51651957179s (~20.73 minutes),600.343805671325s (~10.01 minutes)
"408","Burwood - Croydon",24653,47.9535959112481,52.0464040887519,65.5295501561676,17.0567476574859,4.34024256682757,40.9942868597775,17.209582038689,0.640895631363323,2.9732689733501,3.61416460471342,30.6534701659027,2054,2394,6571,3643,2736,2893,1987,1244,897,226,3,0.600280645484615,0.334168587751829,0.631566137995376,0.323449478765262,"5","7",1,0,0,0,0,120031391,11391,"Greater Sydney",13015.5356341463s (~3.62 hours),8011.49170325203s (~2.23 hours),12302.791703252s (~3.42 hours),16995.2035691057s (~4.72 hours),776.096642276423s (~12.93 minutes),1035.83563414634s (~17.26 minutes),776.096642276423s (~12.93 minutes)
"409","Canterbury (North) - Ashbury",10449,48.9520528280218,51.0288065843621,45.3440520623983,21.4948798928127,2.58397932816537,54.7842401500938,8.81801125703565,0.602928509905254,3.36874342042301,3.97167193032826,24.997607426548,1186,1098,1503,1580,1572,1428,1037,657,331,42,0,0.518527204502814,0.208255159474672,0.536606373815676,0.269882285386161,"7","8",1,0,0,0,0,120031392,11392,"Greater Sydney",13439.8915052733s (~3.73 hours),7912.46000958773s (~2.2 hours),12206.6046500479s (~3.39 hours),17421.4541706615s (~4.84 hours),689.724506232023s (~11.5 minutes),1460.19150527325s (~24.34 minutes),689.724506232023s (~11.5 minutes)
"410","Croydon Park - Enfield",17222,47.3754500058065,52.6593891534084,45.4476831959122,21.5828591336662,2.64196957380095,56.7723770005928,6.93538826318909,0.673557078155847,3.5361746603182,4.20973173847404,25.4267797003832,1986,1997,2346,2402,2505,2228,1710,1178,731,142,0,0.57113218731476,0.186425607587433,0.51904540703751,0.236848217396354,"6","8",1,0,0,0,0,120031393,11393,"Greater Sydney",13189.6773562951s (~3.66 hours),7821.92319059809s (~2.17 hours),12113.2231905981s (~3.36 hours),17160.2952932278s (~4.77 hours),802.473580404934s (~13.37 minutes),1209.97735629509s (~20.17 minutes),802.473580404934s (~13.37 minutes)
